distance_start_bp	distance_end_bp	UPAL021_R
10800	10850	0.9041445202108851
10850	10900	0.905061033853724
10900	10950	0.95250365929374
10950	11000	0.9632463061994633
11000	11050	0.9749751292111805
11050	11100	0.9088496428790006
11100	11150	0.8781521730950467
11150	11200	0.905309459497062
11200	11250	0.9286464443441564
11250	11300	0.9582690790400636
11300	11350	0.9784002560017682
11350	11400	1.0019548417345612
11400	11450	0.9669017171283907
11450	11500	0.9377214875876269
11500	11550	0.9618849548919653
11550	11600	0.952636470133684
11600	11650	0.9211083226316267
11650	11700	0.9549208617850989
11700	11750	0.9794905682344344
11750	11800	0.9754963876862129
11800	11850	0.9896901773380041
11850	11900	1.0378773597557078
11900	11950	1.0801168457179726
11950	12000	1.0640257751245814
12000	12050	1.058364579386202
12050	12100	1.0152218706142826
12100	12150	0.9928990307979678
12150	12200	1.0382466484389985
12200	12250	1.0652445235449615
12250	12300	1.1008235579591727
12300	12350	1.0501893597604604
12350	12400	1.08361130099019
12400	12450	1.0097027161619025
12450	12500	0.987572565199117
12500	12550	0.972010038928125
